age,exercise,reps,duration_min,reps_per_min,met,value_type,source_baseline
22,jumping_jack,135,5.0,27.0,4.66,estimated_synthetic,NCCOR Youth Compendium
30,squat,40,1.5,26.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,36,1.5,24.0,7.97,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
57,crunch,13,0.5,26.0,3.56,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,44,1.5,29.33,4.7,estimated_synthetic,NCCOR Youth Compendium
57,squat,24,8.0,3.0,2.37,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
36,push-up,37,1.0,37.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,138,3.0,46.0,3.32,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,40,5.0,8.0,4.09,estimated_synthetic,NCCOR Youth Compendium
61,squat,210,10.0,21.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,47,1.0,47.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,256,8.0,32.0,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
50,jumping_jack,590,10.0,59.0,5.75,estimated_synthetic,NCCOR Youth Compendium
35,squat,116,2.0,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
45,push-up,176,8.0,22.0,8.03,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
25,crunch,4,0.5,8.0,2.7,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
40,jumping_jack,63,3.0,21.0,4.3,estimated_synthetic,NCCOR Youth Compendium
23,squat,190,10.0,19.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,285,5.0,57.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
59,crunch,15,3.0,5.0,2.46,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
20,jumping_jack,28,0.5,56.0,5.71,estimated_synthetic,NCCOR Youth Compendium
70,squat,590,10.0,59.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
29,push-up,260,5.0,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
22,crunch,39,1.5,26.0,3.42,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
62,jumping_jack,50,1.5,33.33,5.11,estimated_synthetic,NCCOR Youth Compendium
27,squat,43,1.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
31,push-up,50,2.0,25.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
55,crunch,145,5.0,29.0,3.3,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
25,jumping_jack,27,1.5,18.0,4.52,estimated_synthetic,NCCOR Youth Compendium
37,squat,30,1.5,20.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
55,push-up,115,5.0,23.0,7.98,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
18,crunch,54,3.0,18.0,3.19,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
26,jumping_jack,44,2.0,22.0,4.64,estimated_synthetic,NCCOR Youth Compendium
46,squat,70,2.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
21,push-up,230,5.0,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,440,8.0,55.0,3.22,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
67,jumping_jack,44,1.0,44.0,5.13,estimated_synthetic,NCCOR Youth Compendium
53,squat,310,10.0,31.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
34,push-up,16,0.5,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,29,1.0,29.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
49,jumping_jack,28,0.5,56.0,5.68,estimated_synthetic,NCCOR Youth Compendium
29,squat,28,0.5,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
21,push-up,27,1.5,18.0,7.11,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
30,crunch,55,1.0,55.0,3.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
36,jumping_jack,220,10.0,22.0,4.38,estimated_synthetic,NCCOR Youth Compendium
33,squat,19,0.5,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,69,1.5,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
34,crunch,50,10.0,5.0,2.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
43,jumping_jack,210,10.0,21.0,4.56,estimated_synthetic,NCCOR Youth Compendium
18,squat,360,8.0,45.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
62,push-up,28,1.0,28.0,7.51,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
54,crunch,376,8.0,47.0,3.32,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
32,jumping_jack,16,2.0,8.0,4.26,estimated_synthetic,NCCOR Youth Compendium
39,squat,40,8.0,5.0,3.03,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
20,push-up,4,1.0,4.0,3.97,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
56,crunch,392,8.0,49.0,3.3,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
48,jumping_jack,12,1.5,8.0,4.06,estimated_synthetic,NCCOR Youth Compendium
69,squat,104,2.0,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
17,push-up,36,2.0,18.0,6.86,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
62,crunch,10,2.0,5.0,2.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
64,jumping_jack,432,8.0,54.0,5.76,estimated_synthetic,NCCOR Youth Compendium
57,squat,68,1.5,45.33,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
43,push-up,34,2.0,17.0,6.9,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,47,1.0,47.0,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,78,3.0,26.0,4.82,estimated_synthetic,NCCOR Youth Compendium
69,squat,62,1.5,41.33,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
69,push-up,118,2.0,59.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
24,crunch,56,1.0,56.0,3.48,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
44,jumping_jack,50,1.0,50.0,5.69,estimated_synthetic,NCCOR Youth Compendium
32,squat,18,1.5,12.0,7.57,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
67,push-up,52,1.5,34.67,8.41,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
29,crunch,11,0.5,22.0,3.49,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
48,jumping_jack,3,0.5,6.0,3.98,estimated_synthetic,NCCOR Youth Compendium
31,squat,10,1.5,6.67,4.02,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
52,push-up,114,2.0,57.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
29,crunch,18,1.0,18.0,3.1,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
33,jumping_jack,66,1.5,44.0,5.18,estimated_synthetic,NCCOR Youth Compendium
41,squat,44,1.0,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
20,push-up,45,1.5,30.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
66,crunch,28,0.5,56.0,3.23,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
21,jumping_jack,285,5.0,57.0,5.65,estimated_synthetic,NCCOR Youth Compendium
33,squat,63,1.5,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
40,push-up,21,1.5,14.0,6.34,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,45,1.5,30.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
54,jumping_jack,15,3.0,5.0,3.87,estimated_synthetic,NCCOR Youth Compendium
20,squat,56,1.5,37.33,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
51,push-up,464,8.0,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,310,10.0,31.0,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
22,jumping_jack,240,10.0,24.0,4.67,estimated_synthetic,NCCOR Youth Compendium
41,squat,76,1.5,50.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,51,3.0,17.0,6.64,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
25,crunch,43,1.0,43.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
29,jumping_jack,38,1.5,25.33,4.51,estimated_synthetic,NCCOR Youth Compendium
53,squat,180,3.0,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
58,push-up,56,1.5,37.33,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,30,3.0,10.0,2.74,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
65,jumping_jack,9,1.5,6.0,3.89,estimated_synthetic,NCCOR Youth Compendium
70,squat,170,5.0,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
70,push-up,4,0.5,8.0,4.4,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
16,crunch,43,1.0,43.0,3.39,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,22,0.5,44.0,5.07,estimated_synthetic,NCCOR Youth Compendium
48,squat,280,5.0,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
49,push-up,153,3.0,51.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,4,0.5,8.0,2.64,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,52,1.0,52.0,5.61,estimated_synthetic,NCCOR Youth Compendium
42,squat,8,2.0,4.0,2.77,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
25,push-up,215,5.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
53,crunch,16,0.5,32.0,3.39,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
64,jumping_jack,7,0.5,14.0,4.19,estimated_synthetic,NCCOR Youth Compendium
25,squat,120,10.0,12.0,7.16,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
54,push-up,20,1.0,20.0,7.56,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
53,crunch,4,0.5,8.0,2.51,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
55,jumping_jack,30,10.0,3.0,4.03,estimated_synthetic,NCCOR Youth Compendium
70,squat,210,10.0,21.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
57,push-up,31,1.0,31.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
20,crunch,72,1.5,48.0,3.42,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
44,jumping_jack,56,1.5,37.33,5.14,estimated_synthetic,NCCOR Youth Compendium
49,squat,500,10.0,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
19,push-up,6,0.5,12.0,5.77,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,27,1.5,18.0,3.16,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
24,jumping_jack,248,8.0,31.0,4.77,estimated_synthetic,NCCOR Youth Compendium
62,squat,29,0.5,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,35,5.0,7.0,4.84,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,220,10.0,22.0,3.59,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
26,jumping_jack,36,1.0,36.0,4.71,estimated_synthetic,NCCOR Youth Compendium
61,squat,33,3.0,11.0,6.06,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
36,push-up,16,1.5,10.67,5.69,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
20,crunch,75,5.0,15.0,3.23,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
63,jumping_jack,105,3.0,35.0,4.74,estimated_synthetic,NCCOR Youth Compendium
33,squat,43,1.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,190,10.0,19.0,7.12,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
15,crunch,30,0.5,60.0,3.32,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
63,jumping_jack,4,0.5,8.0,3.98,estimated_synthetic,NCCOR Youth Compendium
64,squat,17,0.5,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
62,push-up,68,2.0,34.0,8.44,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
30,crunch,432,8.0,54.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
42,jumping_jack,600,10.0,60.0,5.89,estimated_synthetic,NCCOR Youth Compendium
47,squat,456,8.0,57.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
17,push-up,27,0.5,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
66,crunch,235,5.0,47.0,3.44,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
29,jumping_jack,12,0.5,24.0,4.55,estimated_synthetic,NCCOR Youth Compendium
29,squat,54,2.0,27.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
33,push-up,136,8.0,17.0,6.61,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,49,1.0,49.0,3.55,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
63,jumping_jack,30,3.0,10.0,4.25,estimated_synthetic,NCCOR Youth Compendium
69,squat,64,8.0,8.0,4.63,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
28,push-up,9,3.0,3.0,3.34,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,104,8.0,13.0,2.96,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,69,1.5,46.0,5.49,estimated_synthetic,NCCOR Youth Compendium
62,squat,66,3.0,22.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
57,push-up,9,3.0,3.0,3.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
26,crunch,590,10.0,59.0,3.33,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
29,jumping_jack,30,3.0,10.0,4.21,estimated_synthetic,NCCOR Youth Compendium
49,squat,45,3.0,15.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
59,push-up,108,2.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
26,crunch,33,1.0,33.0,3.43,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,176,8.0,22.0,4.76,estimated_synthetic,NCCOR Youth Compendium
45,squat,275,5.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
69,push-up,34,1.0,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
34,crunch,12,0.5,24.0,3.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
28,jumping_jack,6,1.0,6.0,4.08,estimated_synthetic,NCCOR Youth Compendium
57,squat,4,0.5,8.0,4.89,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
26,push-up,64,8.0,8.0,5.06,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
67,crunch,45,5.0,9.0,2.57,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
18,jumping_jack,312,8.0,39.0,5.1,estimated_synthetic,NCCOR Youth Compendium
18,squat,432,8.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
55,push-up,42,2.0,21.0,7.78,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
25,crunch,60,10.0,6.0,2.53,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
47,jumping_jack,56,2.0,28.0,4.72,estimated_synthetic,NCCOR Youth Compendium
36,squat,310,10.0,31.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
23,push-up,170,5.0,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
61,crunch,18,3.0,6.0,2.44,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
17,jumping_jack,288,8.0,36.0,5.1,estimated_synthetic,NCCOR Youth Compendium
34,squat,195,5.0,39.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
55,push-up,72,1.5,48.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,4,0.5,8.0,2.54,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
30,jumping_jack,530,10.0,53.0,5.52,estimated_synthetic,NCCOR Youth Compendium
33,squat,13,0.5,26.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
48,push-up,22,0.5,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
36,crunch,174,3.0,58.0,3.34,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
48,jumping_jack,140,5.0,28.0,4.38,estimated_synthetic,NCCOR Youth Compendium
17,squat,120,5.0,24.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
44,push-up,8,1.5,5.33,4.58,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
36,crunch,12,1.0,12.0,2.76,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
35,jumping_jack,64,2.0,32.0,5.14,estimated_synthetic,NCCOR Youth Compendium
67,squat,8,0.5,16.0,8.1,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
33,push-up,200,8.0,25.0,8.47,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
59,crunch,288,8.0,36.0,3.23,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
21,jumping_jack,580,10.0,58.0,5.82,estimated_synthetic,NCCOR Youth Compendium
25,squat,30,0.5,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
66,push-up,165,5.0,33.0,8.13,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,46,1.0,46.0,3.66,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
60,jumping_jack,4,1.0,4.0,3.82,estimated_synthetic,NCCOR Youth Compendium
58,squat,310,10.0,31.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
61,push-up,48,8.0,6.0,4.26,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
51,crunch,60,10.0,6.0,2.47,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
44,jumping_jack,290,10.0,29.0,4.67,estimated_synthetic,NCCOR Youth Compendium
63,squat,8,0.5,16.0,8.07,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
20,push-up,76,1.5,50.67,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
16,crunch,56,1.0,56.0,3.32,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
45,jumping_jack,18,1.5,12.0,4.37,estimated_synthetic,NCCOR Youth Compendium
60,squat,70,1.5,46.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
50,push-up,22,2.0,11.0,5.74,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,570,10.0,57.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
61,jumping_jack,114,3.0,38.0,5.11,estimated_synthetic,NCCOR Youth Compendium
43,squat,165,5.0,33.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
15,push-up,360,10.0,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,44,2.0,22.0,3.39,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,48,1.5,32.0,4.9,estimated_synthetic,NCCOR Youth Compendium
44,squat,76,1.5,50.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
28,push-up,240,10.0,24.0,8.4,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
39,crunch,38,1.0,38.0,3.32,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
32,jumping_jack,102,3.0,34.0,5.27,estimated_synthetic,NCCOR Youth Compendium
21,squat,230,5.0,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
68,push-up,129,3.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
28,crunch,26,1.5,17.33,3.19,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
40,jumping_jack,304,8.0,38.0,5.22,estimated_synthetic,NCCOR Youth Compendium
21,squat,85,5.0,17.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
43,push-up,38,1.5,25.33,8.49,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
55,crunch,14,0.5,28.0,3.48,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
51,jumping_jack,6,2.0,3.0,3.77,estimated_synthetic,NCCOR Youth Compendium
50,squat,240,8.0,30.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
61,push-up,38,1.0,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
59,crunch,448,8.0,56.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
21,jumping_jack,8,2.0,4.0,3.62,estimated_synthetic,NCCOR Youth Compendium
34,squat,22,0.5,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
25,push-up,84,3.0,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
26,crunch,14,1.0,14.0,2.99,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
40,jumping_jack,376,8.0,47.0,5.42,estimated_synthetic,NCCOR Youth Compendium
58,squat,265,5.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
21,push-up,275,5.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
35,crunch,114,2.0,57.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
67,jumping_jack,52,2.0,26.0,4.61,estimated_synthetic,NCCOR Youth Compendium
44,squat,86,2.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
57,push-up,6,0.5,12.0,6.14,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
60,crunch,48,1.0,48.0,3.23,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
52,jumping_jack,81,1.5,54.0,5.57,estimated_synthetic,NCCOR Youth Compendium
44,squat,42,2.0,21.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
58,push-up,31,1.0,31.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
36,crunch,280,8.0,35.0,3.44,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
61,jumping_jack,80,1.5,53.33,5.82,estimated_synthetic,NCCOR Youth Compendium
34,squat,36,1.0,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
67,push-up,27,1.0,27.0,7.4,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
34,crunch,9,1.5,6.0,2.69,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
31,jumping_jack,70,10.0,7.0,4.22,estimated_synthetic,NCCOR Youth Compendium
61,squat,340,10.0,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
50,push-up,27,1.0,27.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
49,crunch,17,1.0,17.0,3.02,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
61,jumping_jack,220,5.0,44.0,5.28,estimated_synthetic,NCCOR Youth Compendium
70,squat,57,3.0,19.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
63,push-up,432,8.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
66,crunch,24,8.0,3.0,2.2,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
52,jumping_jack,30,0.5,60.0,5.92,estimated_synthetic,NCCOR Youth Compendium
28,squat,200,8.0,25.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
56,push-up,560,10.0,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,102,3.0,34.0,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
20,jumping_jack,76,1.5,50.67,5.51,estimated_synthetic,NCCOR Youth Compendium
66,squat,70,2.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
